disease_focused,assay_importance,parent_compound_chembl_id,parent_compound_specificity,assay_chembl_id,assay_cluster,target_chembl_id,target_uniprot_ids,OT_uniprot_id,OT_symbol,OT_overall_score
AML,1,CHEMBL1117,specific,CHEMBL1614448,Not AML cell lines,CHEMBL6157,"['Q99816', 'Q9BUM5']",Q99816,['TSG101'],0.0155135250446733
AML,1,CHEMBL1117,specific,CHEMBL1738574,Not AML cell lines,CHEMBL6157,"['Q99816', 'Q9BUM5']",Q99816,['TSG101'],0.0155135250446733
AML,1,CHEMBL3301622,specific,CHEMBL3991739,Not AML cell lines,CHEMBL1981,"['P06213', 'Q17RW0', 'Q59H98', 'Q9UCB7', 'Q9UCB8', 'Q9UCB9']",P06213,['INSR'],0.0154090052426953
AML,1,CHEMBL608533,specific,CHEMBL3991739,Not AML cell lines,CHEMBL1981,"['P06213', 'Q17RW0', 'Q59H98', 'Q9UCB7', 'Q9UCB8', 'Q9UCB9']",P06213,['INSR'],0.0154090052426953
AML,1,CHEMBL576982,specific,CHEMBL3991739,Not AML cell lines,CHEMBL1981,"['P06213', 'Q17RW0', 'Q59H98', 'Q9UCB7', 'Q9UCB8', 'Q9UCB9']",P06213,['INSR'],0.0154090052426953
AML,1,CHEMBL3301622,specific,CHEMBL3991671,Not AML cell lines,CHEMBL4203,['Q9HAZ1'],Q9HAZ1,['CLK4'],0.0153375639694151
AML,1,CHEMBL608533,specific,CHEMBL3991671,Not AML cell lines,CHEMBL4203,['Q9HAZ1'],Q9HAZ1,['CLK4'],0.0153375639694151
AML,1,CHEMBL3301622,specific,CHEMBL3991912,Not AML cell lines,CHEMBL4527,"['A7E2A3', 'A8K4U1', 'D3DNQ6', 'O60298', 'Q8WUY7', 'Q9UKD8', 'Q9UKD9', 'Q9UKE0', 'Q9UKE1', 'Q9UKE2', 'Q9UKE3', 'Q9UKE4', 'Q9UKE5']",Q9UKE5,['TNIK'],0.0152169490641715
AML,1,CHEMBL608533,specific,CHEMBL3991912,Not AML cell lines,CHEMBL4527,"['A7E2A3', 'A8K4U1', 'D3DNQ6', 'O60298', 'Q8WUY7', 'Q9UKD8', 'Q9UKD9', 'Q9UKE0', 'Q9UKE1', 'Q9UKE2', 'Q9UKE3', 'Q9UKE4', 'Q9UKE5']",Q9UKE5,['TNIK'],0.0152169490641715
AML,1,CHEMBL3301622,specific,CHEMBL3991621,Not AML cell lines,CHEMBL4079,"['B0ZBE1', 'P25098', 'Q13837', 'Q6GTT3']",P25098,['GRK2'],0.0151086916214751
