parent_compound_chembl_id,assay_chembl_id,target_chembl_id
CHEMBL53463,CHEMBL957638,CHEMBL613704
CHEMBL53463,CHEMBL957639,CHEMBL613704
CHEMBL53463,CHEMBL1031919,CHEMBL614069
CHEMBL53463,CHEMBL1031920,CHEMBL399
CHEMBL53463,CHEMBL1031921,CHEMBL387
CHEMBL53463,CHEMBL1025253,CHEMBL614529
CHEMBL53463,CHEMBL1025254,CHEMBL614529
CHEMBL53463,CHEMBL1033835,CHEMBL396
CHEMBL53463,CHEMBL1033836,CHEMBL614782
CHEMBL53463,CHEMBL1033837,CHEMBL387
CHEMBL53463,CHEMBL1034706,CHEMBL383
CHEMBL53463,CHEMBL1034707,CHEMBL613510
CHEMBL53463,CHEMBL1034708,CHEMBL614908
CHEMBL53463,CHEMBL1054658,CHEMBL612608
CHEMBL53463,CHEMBL1054659,CHEMBL387
CHEMBL53463,CHEMBL1057785,CHEMBL383
CHEMBL53463,CHEMBL1057786,CHEMBL613510
CHEMBL53463,CHEMBL1057787,CHEMBL614697
CHEMBL53463,CHEMBL1057788,CHEMBL614908
CHEMBL53463,CHEMBL1058687,CHEMBL392
CHEMBL53463,CHEMBL1058688,CHEMBL387
CHEMBL53463,CHEMBL1058689,CHEMBL384
CHEMBL53463,CHEMBL1058690,CHEMBL2221345
CHEMBL53463,CHEMBL1054614,CHEMBL383
CHEMBL53463,CHEMBL1054615,CHEMBL384
CHEMBL53463,CHEMBL1054616,CHEMBL387
CHEMBL53463,CHEMBL1026188,CHEMBL399
CHEMBL53463,CHEMBL1027030,CHEMBL614914
CHEMBL53463,CHEMBL1027031,CHEMBL398
CHEMBL53463,CHEMBL1027032,CHEMBL614072
CHEMBL53463,CHEMBL1027033,CHEMBL614925
CHEMBL53463,CHEMBL1027034,CHEMBL391
CHEMBL53463,CHEMBL1027035,CHEMBL614577
CHEMBL53463,CHEMBL1034633,CHEMBL385
CHEMBL53463,CHEMBL1027918,CHEMBL399
CHEMBL53463,CHEMBL1035433,CHEMBL372
CHEMBL53463,CHEMBL1035434,CHEMBL372
CHEMBL53463,CHEMBL1061406,CHEMBL398
CHEMBL53463,CHEMBL1061407,CHEMBL2366276
CHEMBL53463,CHEMBL1053858,CHEMBL392
CHEMBL53463,CHEMBL1053859,CHEMBL614925
CHEMBL53463,CHEMBL1053860,CHEMBL614917
CHEMBL53463,CHEMBL1053861,CHEMBL612263
CHEMBL53463,CHEMBL1055511,CHEMBL395
CHEMBL53463,CHEMBL1055512,CHEMBL387
CHEMBL53463,CHEMBL1055515,CHEMBL614931
CHEMBL53463,CHEMBL1055516,CHEMBL385
CHEMBL53463,CHEMBL1055517,CHEMBL392
CHEMBL53463,CHEMBL1055518,CHEMBL395
CHEMBL53463,CHEMBL1053919,CHEMBL398
CHEMBL53463,CHEMBL1053920,CHEMBL387
CHEMBL53463,CHEMBL1053921,CHEMBL2366276
CHEMBL53463,CHEMBL1052412,CHEMBL385
CHEMBL53463,CHEMBL1052413,CHEMBL395
CHEMBL53463,CHEMBL1053119,CHEMBL3879801
CHEMBL53463,CHEMBL1053120,CHEMBL3879801
CHEMBL53463,CHEMBL1053121,CHEMBL612545
CHEMBL53463,CHEMBL1063211,CHEMBL389
CHEMBL53463,CHEMBL1063212,CHEMBL389
CHEMBL53463,CHEMBL1064073,CHEMBL387
CHEMBL53463,CHEMBL1064074,CHEMBL387
CHEMBL53463,CHEMBL1063295,CHEMBL3879801
CHEMBL53463,CHEMBL1063296,CHEMBL387
CHEMBL53463,CHEMBL1063297,CHEMBL399
CHEMBL53463,CHEMBL1057215,CHEMBL612263
CHEMBL53463,CHEMBL1057219,CHEMBL400
CHEMBL53463,CHEMBL1057220,CHEMBL614997
CHEMBL53463,CHEMBL1057221,CHEMBL614208
CHEMBL53463,CHEMBL1057222,CHEMBL390
CHEMBL53463,CHEMBL1057223,CHEMBL614519
CHEMBL53463,CHEMBL1057242,CHEMBL397
CHEMBL53463,CHEMBL1057243,CHEMBL614628
CHEMBL53463,CHEMBL1057244,CHEMBL399
CHEMBL53463,CHEMBL1057245,CHEMBL3879801
CHEMBL53463,CHEMBL1058099,CHEMBL385
CHEMBL53463,CHEMBL1063333,CHEMBL614529
CHEMBL53463,CHEMBL1063334,CHEMBL3879801
CHEMBL53463,CHEMBL1063335,CHEMBL612262
CHEMBL53463,CHEMBL1063336,CHEMBL395
CHEMBL53463,CHEMBL1063337,CHEMBL3879801
CHEMBL53463,CHEMBL1054133,CHEMBL398
CHEMBL53463,CHEMBL1054134,CHEMBL387
CHEMBL53463,CHEMBL1054135,CHEMBL387
CHEMBL53463,CHEMBL1054136,CHEMBL394
CHEMBL53463,CHEMBL1054137,CHEMBL612263
CHEMBL53463,CHEMBL1054138,CHEMBL383
CHEMBL53463,CHEMBL1054142,CHEMBL614576
CHEMBL53463,CHEMBL1054145,CHEMBL395
CHEMBL53463,CHEMBL1054148,CHEMBL383
CHEMBL53463,CHEMBL1056574,CHEMBL383
CHEMBL53463,CHEMBL1055751,CHEMBL382
CHEMBL53463,CHEMBL1055752,CHEMBL3879801
CHEMBL53463,CHEMBL1055754,CHEMBL383
CHEMBL53463,CHEMBL1055755,CHEMBL3879801
CHEMBL53463,CHEMBL1061686,CHEMBL614924
CHEMBL53463,CHEMBL1061687,CHEMBL614924
CHEMBL53463,CHEMBL1061688,CHEMBL614924
CHEMBL53463,CHEMBL1055840,CHEMBL614908
CHEMBL53463,CHEMBL1055841,CHEMBL383
CHEMBL53463,CHEMBL1055842,CHEMBL613510
CHEMBL53463,CHEMBL1055843,CHEMBL614697
CHEMBL53463,CHEMBL1055844,CHEMBL612796
CHEMBL53463,CHEMBL1055845,CHEMBL392
CHEMBL53463,CHEMBL1055846,CHEMBL612555
CHEMBL53463,CHEMBL1055847,CHEMBL614567
CHEMBL53463,CHEMBL1055848,CHEMBL390
CHEMBL53463,CHEMBL1055849,CHEMBL613107
CHEMBL53463,CHEMBL1051249,CHEMBL613859
CHEMBL53463,CHEMBL1061810,CHEMBL392
CHEMBL53463,CHEMBL1061811,CHEMBL614925
CHEMBL53463,CHEMBL1061812,CHEMBL614917
CHEMBL53463,CHEMBL1061813,CHEMBL613533
CHEMBL53463,CHEMBL1061814,CHEMBL612263
CHEMBL53463,CHEMBL1053566,CHEMBL614949
CHEMBL53463,CHEMBL1056006,CHEMBL613508
CHEMBL53463,CHEMBL1056008,CHEMBL398
CHEMBL53463,CHEMBL1056010,CHEMBL612262
CHEMBL53463,CHEMBL1056012,CHEMBL614811
CHEMBL53463,CHEMBL1056014,CHEMBL392
CHEMBL53463,CHEMBL1056016,CHEMBL614725
CHEMBL53463,CHEMBL1056018,CHEMBL385
CHEMBL53463,CHEMBL1056020,CHEMBL614035
CHEMBL53463,CHEMBL1056022,CHEMBL612558
CHEMBL53463,CHEMBL1042202,CHEMBL395
CHEMBL53463,CHEMBL1042203,CHEMBL3879801
CHEMBL53463,CHEMBL1042204,CHEMBL400
CHEMBL53463,CHEMBL1042205,CHEMBL387
CHEMBL53463,CHEMBL1042206,CHEMBL392
CHEMBL53463,CHEMBL1042207,CHEMBL1075404
CHEMBL53463,CHEMBL1042188,CHEMBL385
CHEMBL53463,CHEMBL1038582,CHEMBL387
CHEMBL53463,CHEMBL1040348,CHEMBL612514
CHEMBL53463,CHEMBL1040349,CHEMBL385
CHEMBL53463,CHEMBL1040350,CHEMBL3879801
CHEMBL53463,CHEMBL1040351,CHEMBL385
CHEMBL53463,CHEMBL1040352,CHEMBL1806
CHEMBL53463,CHEMBL1044022,CHEMBL387
CHEMBL53463,CHEMBL1047642,CHEMBL387
CHEMBL53463,CHEMBL1047643,CHEMBL614735
CHEMBL53463,CHEMBL1047644,CHEMBL614561
CHEMBL53463,CHEMBL1047645,CHEMBL3879801
CHEMBL53463,CHEMBL1047646,CHEMBL612263
CHEMBL53463,CHEMBL1047648,CHEMBL392
CHEMBL53463,CHEMBL1047650,CHEMBL614585
CHEMBL53463,CHEMBL1047653,CHEMBL385
CHEMBL53463,CHEMBL1047654,CHEMBL395
CHEMBL53463,CHEMBL1044134,CHEMBL387
CHEMBL53463,CHEMBL1044135,CHEMBL399
CHEMBL53463,CHEMBL1049208,CHEMBL392
CHEMBL53463,CHEMBL1049211,CHEMBL614735
CHEMBL53463,CHEMBL1049214,CHEMBL614585
CHEMBL53463,CHEMBL1050006,CHEMBL614585
CHEMBL53463,CHEMBL1049314,CHEMBL3879801
CHEMBL53463,CHEMBL1049315,CHEMBL3879801
CHEMBL53463,CHEMBL1049316,CHEMBL3879801
CHEMBL53463,CHEMBL1049317,CHEMBL3879801
CHEMBL53463,CHEMBL1049318,CHEMBL3879801
CHEMBL53463,CHEMBL1037926,CHEMBL3879801
CHEMBL53463,CHEMBL1037927,CHEMBL3879801
CHEMBL53463,CHEMBL1037928,CHEMBL3879801
CHEMBL53463,CHEMBL1037929,CHEMBL3879801
CHEMBL53463,CHEMBL1037930,CHEMBL3879801
CHEMBL53463,CHEMBL1043580,CHEMBL613652
CHEMBL53463,CHEMBL1043581,CHEMBL372
CHEMBL53463,CHEMBL1043582,CHEMBL372
CHEMBL53463,CHEMBL1043583,CHEMBL372
CHEMBL53463,CHEMBL1043584,CHEMBL372
CHEMBL53463,CHEMBL1043585,CHEMBL372
CHEMBL53463,CHEMBL1043586,CHEMBL372
CHEMBL53463,CHEMBL1043587,CHEMBL372
CHEMBL53463,CHEMBL1043588,CHEMBL372
CHEMBL53463,CHEMBL1041736,CHEMBL613533
CHEMBL53463,CHEMBL1041737,CHEMBL614917
CHEMBL53463,CHEMBL1041738,CHEMBL392
CHEMBL53463,CHEMBL1041739,CHEMBL614925
CHEMBL53463,CHEMBL1041741,CHEMBL612263
CHEMBL53463,CHEMBL1042591,CHEMBL383
CHEMBL53463,CHEMBL1042592,CHEMBL614697
CHEMBL53463,CHEMBL1042593,CHEMBL613510
CHEMBL53463,CHEMBL1042594,CHEMBL614908
CHEMBL53463,CHEMBL1042595,CHEMBL613107
CHEMBL53463,CHEMBL1042596,CHEMBL613107
CHEMBL53463,CHEMBL1042597,CHEMBL613107
CHEMBL53463,CHEMBL1042598,CHEMBL613107
CHEMBL53463,CHEMBL1042599,CHEMBL613107
CHEMBL53463,CHEMBL1042600,CHEMBL612558
CHEMBL53463,CHEMBL1038209,CHEMBL3879801
CHEMBL53463,CHEMBL1038210,CHEMBL3879801
CHEMBL53463,CHEMBL1038211,CHEMBL3879801
CHEMBL53463,CHEMBL1038212,CHEMBL3879801
CHEMBL53463,CHEMBL1038213,CHEMBL3879801
CHEMBL53463,CHEMBL1037436,CHEMBL397
CHEMBL53463,CHEMBL1037438,CHEMBL614628
CHEMBL53463,CHEMBL1037439,CHEMBL387
CHEMBL53463,CHEMBL1041638,CHEMBL383
CHEMBL53463,CHEMBL1041639,CHEMBL392
CHEMBL53463,CHEMBL1041640,CHEMBL399
CHEMBL53463,CHEMBL1041641,CHEMBL384
CHEMBL53463,CHEMBL1039363,CHEMBL613508
CHEMBL53463,CHEMBL1039364,CHEMBL387
CHEMBL53463,CHEMBL1039365,CHEMBL394
CHEMBL53463,CHEMBL1039366,CHEMBL400
CHEMBL53463,CHEMBL1039367,CHEMBL399
CHEMBL53463,CHEMBL1048697,CHEMBL383
CHEMBL53463,CHEMBL1071310,CHEMBL614914
CHEMBL53463,CHEMBL1071311,CHEMBL398
CHEMBL53463,CHEMBL1071312,CHEMBL614072
CHEMBL53463,CHEMBL1071313,CHEMBL614925
CHEMBL53463,CHEMBL1071314,CHEMBL391
CHEMBL53463,CHEMBL1071315,CHEMBL612558
CHEMBL53463,CHEMBL1073929,CHEMBL613508
CHEMBL53463,CHEMBL1069906,CHEMBL612558
CHEMBL53463,CHEMBL1069907,CHEMBL395
CHEMBL53463,CHEMBL1069908,CHEMBL391
CHEMBL53463,CHEMBL1067973,CHEMBL614585
CHEMBL53463,CHEMBL1065474,CHEMBL399
CHEMBL53463,CHEMBL1067863,CHEMBL387
CHEMBL53463,CHEMBL1074672,CHEMBL614058
CHEMBL53463,CHEMBL1072851,CHEMBL387
CHEMBL53463,CHEMBL1072852,CHEMBL613508
CHEMBL53463,CHEMBL1072853,CHEMBL612263
CHEMBL53463,CHEMBL1072854,CHEMBL385
CHEMBL53463,CHEMBL1073479,CHEMBL399
CHEMBL53463,CHEMBL1072145,CHEMBL612558
CHEMBL53463,CHEMBL1072148,CHEMBL3879801
CHEMBL53463,CHEMBL1072149,CHEMBL3879801
CHEMBL53463,CHEMBL1072151,CHEMBL612545
CHEMBL53463,CHEMBL1072152,CHEMBL612558
CHEMBL53463,CHEMBL1072155,CHEMBL614343
CHEMBL53463,CHEMBL1072156,CHEMBL613827
CHEMBL53463,CHEMBL1074802,CHEMBL3879801
CHEMBL53463,CHEMBL1074805,CHEMBL614721
CHEMBL53463,CHEMBL1074414,CHEMBL2362975
CHEMBL53463,CHEMBL1074415,CHEMBL613979
CHEMBL53463,CHEMBL1074416,CHEMBL385
CHEMBL53463,CHEMBL1074417,CHEMBL399
CHEMBL53463,CHEMBL1074418,CHEMBL3253
CHEMBL53463,CHEMBL1068683,CHEMBL613563
CHEMBL53463,CHEMBL1068684,CHEMBL613563
CHEMBL53463,CHEMBL1068685,CHEMBL613563
CHEMBL53463,CHEMBL1068686,CHEMBL613563
CHEMBL53463,CHEMBL1068687,CHEMBL612558
CHEMBL53463,CHEMBL1068690,CHEMBL612558
CHEMBL53463,CHEMBL1068002,CHEMBL345
CHEMBL53463,CHEMBL1068003,CHEMBL345
CHEMBL53463,CHEMBL1068143,CHEMBL395
CHEMBL53463,CHEMBL1068144,CHEMBL3879801
CHEMBL53463,CHEMBL1064983,CHEMBL400
CHEMBL53463,CHEMBL1064984,CHEMBL387
CHEMBL53463,CHEMBL1064985,CHEMBL392
CHEMBL53463,CHEMBL1064986,CHEMBL1075404
CHEMBL53463,CHEMBL1065032,CHEMBL345
CHEMBL53463,CHEMBL1065033,CHEMBL345
CHEMBL53463,CHEMBL1068933,CHEMBL399
CHEMBL53463,CHEMBL1068934,CHEMBL384
CHEMBL53463,CHEMBL1068935,CHEMBL613508
CHEMBL53463,CHEMBL1068936,CHEMBL400
CHEMBL53463,CHEMBL1068937,CHEMBL383
CHEMBL53463,CHEMBL1074176,CHEMBL385
CHEMBL53463,CHEMBL1074177,CHEMBL613515
CHEMBL53463,CHEMBL1074178,CHEMBL382
CHEMBL53463,CHEMBL1074179,CHEMBL383
CHEMBL53463,CHEMBL1066942,CHEMBL3879801
CHEMBL53463,CHEMBL1066943,CHEMBL614561
CHEMBL53463,CHEMBL1066944,CHEMBL614922
CHEMBL53463,CHEMBL1066945,CHEMBL3879801
CHEMBL53463,CHEMBL1067578,CHEMBL387
CHEMBL53463,CHEMBL1067583,CHEMBL399
CHEMBL53463,CHEMBL1067584,CHEMBL613508
CHEMBL53463,CHEMBL1067585,CHEMBL612263
CHEMBL53463,CHEMBL1067586,CHEMBL385
CHEMBL53463,CHEMBL1070942,CHEMBL345
CHEMBL53463,CHEMBL1070943,CHEMBL1806
CHEMBL53463,CHEMBL1072967,CHEMBL399
CHEMBL53463,CHEMBL1072968,CHEMBL392
CHEMBL53463,CHEMBL1072969,CHEMBL3879801
CHEMBL53463,CHEMBL1072970,CHEMBL390
CHEMBL53463,CHEMBL1072971,CHEMBL614284
CHEMBL53463,CHEMBL1072995,CHEMBL614027
CHEMBL53463,CHEMBL1072999,CHEMBL375
CHEMBL53463,CHEMBL1073000,CHEMBL375
CHEMBL53463,CHEMBL1073001,CHEMBL375
CHEMBL53463,CHEMBL1073002,CHEMBL375
CHEMBL53463,CHEMBL1073667,CHEMBL375
CHEMBL53463,CHEMBL1073668,CHEMBL375
CHEMBL53463,CHEMBL1067122,CHEMBL375
CHEMBL53463,CHEMBL1107878,CHEMBL400
CHEMBL53463,CHEMBL1107879,CHEMBL384
CHEMBL53463,CHEMBL1107880,CHEMBL392
CHEMBL53463,CHEMBL1105177,CHEMBL360
CHEMBL53463,CHEMBL1105178,CHEMBL613088
CHEMBL53463,CHEMBL1105180,CHEMBL360
CHEMBL53463,CHEMBL1105181,CHEMBL360
CHEMBL53463,CHEMBL1105182,CHEMBL612794
CHEMBL53463,CHEMBL1106050,CHEMBL398
CHEMBL53463,CHEMBL1106051,CHEMBL3879801
CHEMBL53463,CHEMBL1106052,CHEMBL2366276
CHEMBL53463,CHEMBL1103282,CHEMBL614069
CHEMBL53463,CHEMBL1103283,CHEMBL394
CHEMBL53463,CHEMBL1106909,CHEMBL392
CHEMBL53463,CHEMBL1106910,CHEMBL614925
CHEMBL53463,CHEMBL1106911,CHEMBL614917
CHEMBL53463,CHEMBL1106912,CHEMBL612263
CHEMBL53463,CHEMBL1101652,CHEMBL384
CHEMBL53463,CHEMBL1101653,CHEMBL613508
CHEMBL53463,CHEMBL1101654,CHEMBL392
CHEMBL53463,CHEMBL1101655,CHEMBL614917
CHEMBL53463,CHEMBL1101656,CHEMBL614925
CHEMBL53463,CHEMBL1101657,CHEMBL384
CHEMBL53463,CHEMBL1101658,CHEMBL613508
CHEMBL53463,CHEMBL1101671,CHEMBL385
CHEMBL53463,CHEMBL1102300,CHEMBL395
CHEMBL53463,CHEMBL1102301,CHEMBL3879801
CHEMBL53463,CHEMBL1102302,CHEMBL392
CHEMBL53463,CHEMBL1102303,CHEMBL614176
CHEMBL53463,CHEMBL1101509,CHEMBL399
CHEMBL53463,CHEMBL1101510,CHEMBL384
CHEMBL53463,CHEMBL1101511,CHEMBL613508
CHEMBL53463,CHEMBL1101512,CHEMBL400
CHEMBL53463,CHEMBL1101513,CHEMBL383
CHEMBL53463,CHEMBL1101750,CHEMBL387
CHEMBL53463,CHEMBL1101751,CHEMBL3879801
CHEMBL53463,CHEMBL1102080,CHEMBL614245
CHEMBL53463,CHEMBL1101416,CHEMBL614580
CHEMBL53463,CHEMBL1107733,CHEMBL395
CHEMBL53463,CHEMBL1107737,CHEMBL375
CHEMBL53463,CHEMBL1113960,CHEMBL3879801
CHEMBL53463,CHEMBL1113964,CHEMBL3879801
CHEMBL53463,CHEMBL1113965,CHEMBL3879801
CHEMBL53463,CHEMBL1113966,CHEMBL3879801
CHEMBL53463,CHEMBL1113967,CHEMBL375
CHEMBL53463,CHEMBL1113968,CHEMBL375
CHEMBL53463,CHEMBL1113969,CHEMBL375
CHEMBL53463,CHEMBL1113971,CHEMBL3879801
CHEMBL53463,CHEMBL1113973,CHEMBL3879801
CHEMBL53463,CHEMBL1113974,CHEMBL375
CHEMBL53463,CHEMBL1114808,CHEMBL375
CHEMBL53463,CHEMBL1114809,CHEMBL375
CHEMBL53463,CHEMBL1114812,CHEMBL375
CHEMBL53463,CHEMBL1117509,CHEMBL375
CHEMBL53463,CHEMBL1117510,CHEMBL375
CHEMBL53463,CHEMBL1117513,CHEMBL375
CHEMBL53463,CHEMBL1117516,CHEMBL375
CHEMBL53463,CHEMBL1117517,CHEMBL375
CHEMBL53463,CHEMBL1109378,CHEMBL2366276
CHEMBL53463,CHEMBL1112228,CHEMBL398
CHEMBL53463,CHEMBL1112229,CHEMBL387
CHEMBL53463,CHEMBL1112254,CHEMBL383
CHEMBL53463,CHEMBL1112255,CHEMBL614697
CHEMBL53463,CHEMBL1112256,CHEMBL614908
CHEMBL53463,CHEMBL1112257,CHEMBL613510
CHEMBL53463,CHEMBL1112258,CHEMBL613107
CHEMBL53463,CHEMBL1105068,CHEMBL392
CHEMBL53463,CHEMBL1104049,CHEMBL614914
CHEMBL53463,CHEMBL1104051,CHEMBL398
CHEMBL53463,CHEMBL1104053,CHEMBL614072
CHEMBL53463,CHEMBL1104055,CHEMBL614925
CHEMBL53463,CHEMBL1104057,CHEMBL3879801
CHEMBL53463,CHEMBL1111241,CHEMBL614925
CHEMBL53463,CHEMBL1111242,CHEMBL614914
CHEMBL53463,CHEMBL1111243,CHEMBL614072
CHEMBL53463,CHEMBL1111244,CHEMBL391
CHEMBL53463,CHEMBL1108443,CHEMBL614580
CHEMBL53463,CHEMBL1108444,CHEMBL392
CHEMBL53463,CHEMBL1108445,CHEMBL399
CHEMBL53463,CHEMBL1108446,CHEMBL3879801
CHEMBL53463,CHEMBL1108447,CHEMBL3879801
CHEMBL53463,CHEMBL1109238,CHEMBL392
CHEMBL53463,CHEMBL1109239,CHEMBL614925
CHEMBL53463,CHEMBL1109240,CHEMBL614917
CHEMBL53463,CHEMBL1109241,CHEMBL613533
CHEMBL53463,CHEMBL1109242,CHEMBL612263
CHEMBL53463,CHEMBL1104096,CHEMBL383
CHEMBL53463,CHEMBL1104097,CHEMBL613510
CHEMBL53463,CHEMBL1104098,CHEMBL614334
CHEMBL53463,CHEMBL1104099,CHEMBL614908
CHEMBL53463,CHEMBL1103252,CHEMBL3879801
CHEMBL53463,CHEMBL1103253,CHEMBL395
CHEMBL53463,CHEMBL1103254,CHEMBL400
CHEMBL53463,CHEMBL1103255,CHEMBL387
CHEMBL53463,CHEMBL1103256,CHEMBL1075404
CHEMBL53463,CHEMBL1103257,CHEMBL392
CHEMBL53463,CHEMBL1110385,CHEMBL387
CHEMBL53463,CHEMBL1108533,CHEMBL396
CHEMBL53463,CHEMBL1108534,CHEMBL387
CHEMBL53463,CHEMBL1108535,CHEMBL400
CHEMBL53463,CHEMBL1108536,CHEMBL613977
CHEMBL53463,CHEMBL1106680,CHEMBL2366276
CHEMBL53463,CHEMBL1106681,CHEMBL387
CHEMBL53463,CHEMBL1115776,CHEMBL398
CHEMBL53463,CHEMBL1115777,CHEMBL391
CHEMBL53463,CHEMBL1112377,CHEMBL614245
CHEMBL53463,CHEMBL1115072,CHEMBL379
CHEMBL53463,CHEMBL1115075,CHEMBL612558
CHEMBL53463,CHEMBL1115076,CHEMBL379
CHEMBL53463,CHEMBL1115077,CHEMBL612545
CHEMBL53463,CHEMBL1115079,CHEMBL379
CHEMBL53463,CHEMBL1104312,CHEMBL387
CHEMBL53463,CHEMBL1106129,CHEMBL614908
CHEMBL53463,CHEMBL1103642,CHEMBL3879801
CHEMBL53463,CHEMBL1103643,CHEMBL614912
CHEMBL53463,CHEMBL1103644,CHEMBL396
CHEMBL53463,CHEMBL1103646,CHEMBL612546
CHEMBL53463,CHEMBL1103649,CHEMBL612546
CHEMBL53463,CHEMBL1106326,CHEMBL612546
CHEMBL53463,CHEMBL1106330,CHEMBL613564
CHEMBL53463,CHEMBL1104539,CHEMBL614163
CHEMBL53463,CHEMBL1104540,CHEMBL394
CHEMBL53463,CHEMBL1116254,CHEMBL372
CHEMBL53463,CHEMBL1116273,CHEMBL387
CHEMBL53463,CHEMBL1116274,CHEMBL399
CHEMBL53463,CHEMBL1103695,CHEMBL345
CHEMBL53463,CHEMBL1103696,CHEMBL345
CHEMBL53463,CHEMBL1103698,CHEMBL400
CHEMBL53463,CHEMBL1103699,CHEMBL400
CHEMBL53463,CHEMBL1103700,CHEMBL612558
CHEMBL53463,CHEMBL1103701,CHEMBL612558
CHEMBL53463,CHEMBL1108963,CHEMBL2362975
CHEMBL53463,CHEMBL1111850,CHEMBL399
CHEMBL53463,CHEMBL1111852,CHEMBL399
CHEMBL53463,CHEMBL1112777,CHEMBL398
CHEMBL53463,CHEMBL1112778,CHEMBL387
CHEMBL53463,CHEMBL1112779,CHEMBL2366276
CHEMBL53463,CHEMBL1114575,CHEMBL387
CHEMBL53463,CHEMBL1114581,CHEMBL385
CHEMBL53463,CHEMBL1114585,CHEMBL398
CHEMBL53463,CHEMBL1114586,CHEMBL3879801
CHEMBL53463,CHEMBL1114587,CHEMBL3879801
CHEMBL53463,CHEMBL1116302,CHEMBL390
CHEMBL53463,CHEMBL1103728,CHEMBL2366276
CHEMBL53463,CHEMBL1103729,CHEMBL387
CHEMBL53463,CHEMBL1103730,CHEMBL398
CHEMBL53463,CHEMBL1121121,CHEMBL3879801
CHEMBL53463,CHEMBL1121122,CHEMBL3879801
CHEMBL53463,CHEMBL1121123,CHEMBL3879801
CHEMBL53463,CHEMBL1121124,CHEMBL383
CHEMBL53463,CHEMBL1121125,CHEMBL383
CHEMBL53463,CHEMBL1121126,CHEMBL383
CHEMBL53463,CHEMBL1121127,CHEMBL3879801
CHEMBL53463,CHEMBL1121128,CHEMBL3879801
CHEMBL53463,CHEMBL1121129,CHEMBL3879801
CHEMBL53463,CHEMBL1121130,CHEMBL387
CHEMBL53463,CHEMBL1121131,CHEMBL387
CHEMBL53463,CHEMBL1121132,CHEMBL387
CHEMBL53463,CHEMBL1121133,CHEMBL3879801
CHEMBL53463,CHEMBL1121134,CHEMBL387
CHEMBL53463,CHEMBL1121140,CHEMBL383
CHEMBL53463,CHEMBL1121141,CHEMBL383
CHEMBL53463,CHEMBL1121142,CHEMBL383
CHEMBL53463,CHEMBL1121143,CHEMBL383
CHEMBL53463,CHEMBL1121145,CHEMBL383
CHEMBL53463,CHEMBL1121146,CHEMBL4483222
CHEMBL53463,CHEMBL1121147,CHEMBL4483222
CHEMBL53463,CHEMBL1121148,CHEMBL4483222
CHEMBL53463,CHEMBL1121219,CHEMBL383
CHEMBL53463,CHEMBL1121220,CHEMBL4483222
CHEMBL53463,CHEMBL1121221,CHEMBL383
CHEMBL53463,CHEMBL1121222,CHEMBL383
CHEMBL53463,CHEMBL1121223,CHEMBL4483222
CHEMBL53463,CHEMBL1121224,CHEMBL4483222
CHEMBL53463,CHEMBL1121225,CHEMBL4483222
CHEMBL53463,CHEMBL1121226,CHEMBL4483222
CHEMBL53463,CHEMBL1121227,CHEMBL383
CHEMBL53463,CHEMBL1121228,CHEMBL383
CHEMBL53463,CHEMBL1121229,CHEMBL3879801
CHEMBL53463,CHEMBL1121230,CHEMBL3879801
CHEMBL53463,CHEMBL1121231,CHEMBL383
CHEMBL53463,CHEMBL1121232,CHEMBL383
CHEMBL53463,CHEMBL1121172,CHEMBL3879801
CHEMBL53463,CHEMBL1121173,CHEMBL3879801
CHEMBL53463,CHEMBL1121174,CHEMBL3879801
CHEMBL53463,CHEMBL1121175,CHEMBL3879801
CHEMBL53463,CHEMBL1121176,CHEMBL3879801
CHEMBL53463,CHEMBL1105720,CHEMBL397
CHEMBL53463,CHEMBL1109214,CHEMBL345
CHEMBL53463,CHEMBL1117455,CHEMBL400
CHEMBL53463,CHEMBL1117456,CHEMBL399
CHEMBL53463,CHEMBL1110943,CHEMBL613508
CHEMBL53463,CHEMBL1110944,CHEMBL612263
CHEMBL53463,CHEMBL1110945,CHEMBL383
CHEMBL53463,CHEMBL1115492,CHEMBL384
CHEMBL53463,CHEMBL1115493,CHEMBL400
CHEMBL53463,CHEMBL1115494,CHEMBL390
CHEMBL53463,CHEMBL1116340,CHEMBL614822
CHEMBL53463,CHEMBL1105595,CHEMBL395
CHEMBL53463,CHEMBL1105596,CHEMBL3879801
CHEMBL53463,CHEMBL1105597,CHEMBL3879801
CHEMBL53463,CHEMBL1105598,CHEMBL395
CHEMBL53463,CHEMBL1118113,CHEMBL392
CHEMBL53463,CHEMBL1118114,CHEMBL614643
CHEMBL53463,CHEMBL1118115,CHEMBL614393
CHEMBL53463,CHEMBL1118116,CHEMBL387
CHEMBL53463,CHEMBL1118117,CHEMBL3879801
CHEMBL53463,CHEMBL1118118,CHEMBL398
CHEMBL53463,CHEMBL1118119,CHEMBL3879801
CHEMBL53463,CHEMBL1118120,CHEMBL390
CHEMBL53463,CHEMBL1118121,CHEMBL614004
CHEMBL53463,CHEMBL1118122,CHEMBL614561
CHEMBL53463,CHEMBL1119073,CHEMBL612542
CHEMBL53463,CHEMBL1169042,CHEMBL1781
CHEMBL53463,CHEMBL1169043,CHEMBL612514
CHEMBL53463,CHEMBL1169044,CHEMBL1806
CHEMBL53463,CHEMBL1169045,CHEMBL1806
CHEMBL53463,CHEMBL1169046,CHEMBL385
