symbol	globalScore	otGeneticsPortal	eva	geneBurden	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
CRISP3	0.004763473682602822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03917776251274891	No data	No data	No data	0	1	0	0	0	0	No data	0.2470306313815378	0	0	No data	No data	-0.1860475000000001	0.75	0
CHST9	0.004763473682602822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03917776251274891	No data	No data	No data	0	1	0	0	0	0	No data	0.3244425922067098	No data	0	No data	No data	0	0.5	0
SNORD112	0.004763473682602822	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03917776251274891	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.38311750000000017	No data	No data
TNS3	0.00475074370983035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039073063319826906	No data	No data	No data	0	0	0	0	0	0.14532999999999988	No data	-0.8956032506772245	-0.6304479880672361	0	No data	No data	0	-1	-1
RPL39L	0.004747714105371682	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03904814597339068	No data	No data	0	0	0	0	0	No data	No data	No data	0	0	No data	No data	-0.8039224999999999	1	-1
GAN	0.004732094308096622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.038919679071101596	No data	No data	No data	0	0	0	0	0	0.907875	No data	-0.49791623254844763	-0.6833137268524514	0	No data	No data	0	1	0
ETV3	0.004730174527446783	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.021870782941968033	No data	No data	0	0	0	0	0	0.296875	No data	-0.7579704105021879	No data	0	No data	No data	0	-1	-1
PPP1R3A	0.004723846509294965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03885184405736269	No data	No data	No data	0	0	0	0	0	0	No data	0.12169201917066053	-0.23782407989792087	0	No data	No data	0	0.75	0.5
MRAP	0.004691610933080798	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03858671868173762	No data	No data	No data	0	0	0	0	0	0	No data	0.8130860595957492	-0.8793714986634323	0	No data	No data	No data	0.75	0
NKAIN2	0.004684524341480197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03852843415635708	No data	No data	0	0	0	0	0	0.8317300000000003	No data	-0.17503646593040212	No data	0	No data	No data	-0.2668275000000001	1	0.5
MAP1S	0.004681344826006223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.038502283848736	No data	No data	No data	0	0	0	0	0	0	No data	-0.5797041050218796	-0.4157884719002361	0	No data	No data	0	0.5	-1
C16orf87	0.004674755148579573	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03844808625377504	No data	No data	0	0	0	0	0	0.9350650000000001	No data	0.2440091685767869	No data	0	No data	No data	No data	-1	-1
CHD8	0.004660286735759987	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03832908905149126	No data	No data	No data	0	0	0	0	0	0.8120899999999999	No data	-0.9884350906438841	-0.8772242672600528	0	No data	No data	0	-1	-1
DYNLL1	0.004652663854186148	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	0.013241491528093712	No data	No data	0	0	0	0	0	1	No data	-0.18587205667847473	-0.8336325465747652	-1	No data	No data	-0.8314599999999999	-1	-1
PAK4	0.004648082639084599	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03822871498981077	No data	No data	0.25	1	0	1	1	1	0.6192900000000001	0	-0.15649093561158578	-0.8849582047999957	0	-1	No data	-0.06937499999999996	-1	-1
C14orf119	0.0046434389263237535	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03819052221541038	No data	No data	0	0	0	0	0	0.17856999999999984	No data	0.5502187955824129	0	0	No data	No data	No data	-1	-1
TNNI3	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	0.75	0	0	1	1	0	0.6428550000000002	No data	-0.26838924775995	-0.8975948783301979	0	No data	No data	0	1	0
FZD2	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	0.25	0	0	0	1	0	0.9646000000000001	No data	-0.5344863513231923	-0.7879619315615785	0	No data	No data	-0.5	0.5	0
RPS5	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	1	0	0	1	1	0	0.9019599999999997	No data	-0.7246301312773494	No data	-1	No data	No data	0	-1	-1
ARF1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	1	0	0	1	1	1	No data	-0.6249218587205667	-0.022060910089015118	0	No data	No data	-0.9033149999999999	-1	-1
DMAP1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.90364	No data	-0.43696603459053973	No data	-1	No data	No data	No data	-1	-1
ELOB	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	1	1	0	0.87288	No data	0.4759324859345697	No data	-1	No data	No data	No data	-1	-1
FMR1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.8022150000000003	No data	-0.6055428214211294	-0.36470488738136103	0	No data	No data	0	-1	-1
EPX	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	1	1	0	0.4685299999999998	No data	0.374869764534278	-0.015507592281687466	0	No data	No data	-0.2482524999999999	1	0.5
PSMA2	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	1	0	0	1	1	0	0.9786299999999997	No data	-0.7799541571160659	No data	-1	No data	No data	0	-1	-1
KC6	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
WNT7B	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	1	0	0	0	0	No data	-0.1142946447176495	-0.8429391107792213	0	No data	No data	-0.4412600000000001	0.5	0
HMGCS2	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	1	0.46850499999999967	No data	0.34976036674307154	-0.8732302049954616	0	-1	No data	-0.06495999999999995	1	0
SLC35B2	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.51389	No data	-0.34632215044800996	No data	0	No data	No data	0	-1	-1
RESF1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	-0.6180454261304438	-0.3444418667398136	0	No data	No data	No data	0.5	-1
HYPK	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	1	No data	0.35496978537195245	No data	-1	No data	No data	No data	-1	-1
C1QC	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	1	0	0	0	0	No data	0.22598458012085842	-0.1813488122768031	0	No data	No data	0	0.5	-1
ADI1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.16201000000000007	No data	0.7438007918316316	No data	0	No data	No data	No data	0.5	-1
PPP1R12C	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.36061499999999996	No data	-0.5857470306313816	No data	0	No data	No data	0	-1	-1
COX5A	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.2666649999999997	No data	-0.14846843092310902	No data	-1	No data	No data	No data	0.5	-1
BLCAP	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	1	No data	0.48770577203584087	-0.43428573990479	0	No data	No data	No data	0.5	-1
CASP5	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	0.5	No data	No data	1	1	0	No data	No data	0.6500312565117732	-0.2299108817756393	0	-1	No data	-0.08986249999999991	0.75	0.5
ABCA7	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	1	0	0	0	0	0	No data	0.19264430089601992	-0.23767649866384855	0	No data	No data	0	0.5	0
SCAF11	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	-0.8942488018337154	0	0	No data	No data	0	-1	-1
FGG	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	1	0	1	0	0	1	0.0397350000000003	No data	-0.4501979579078975	-0.8910524736614636	0	No data	No data	0	1	0
COBLL1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	-0.5816836841008544	-0.09323872049189247	0	No data	No data	0	0.5	-1
DLX1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.9215699999999998	No data	-0.7672431756615962	-0.7041653137165873	0	No data	No data	0	1	0.5
CST7	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	1	0	0	0	0	No data	0.9499895811627423	No data	0	No data	No data	0	1	0
TAS2R5	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	1	0	No data	No data	0.6360700145863722	No data	0	No data	No data	0	-1	0
RPA3	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	0.9833298603875809	No data	-1	No data	No data	No data	-1	-1
HMBS	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	1	0	0.542935	No data	-0.7001458637216087	-0.8983550465912928	0	No data	No data	No data	1	-1
PJVK	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.801135	No data	0.29183163158991454	-0.23930631949223818	0	No data	No data	0	0.5	0
ST3GAL2	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.7142850000000003	No data	-0.6854553031881643	-0.042929926918176264	0	No data	No data	0	-1	-1
SLC25A3	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.3628799999999998	No data	-0.35173994582204626	-0.7398805606611932	-1	No data	No data	0	-1	-1
STEAP4	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	1	0	0	0	0	0.11764500000000026	No data	0.15138570535528229	-0.8376295803619171	0	No data	No data	0	0.5	0
NUDT15	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.45122	1	0.5446968118357991	No data	0	No data	No data	No data	-1	-1
PNMA6A	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	0	No data	No data	0	0.5	0
TIRAP	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0	No data	0.7222337987080643	-0.7042856846291614	0	No data	No data	No data	-1	-1
ALDH8A1	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.48665499999999967	No data	0.5855386538862264	No data	0	No data	No data	0	0.75	0
RAB37	0.004619748183558772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	0	0	0	0.6860999999999997	No data	0.5249010210460512	-0.011491042657841566	0	No data	No data	-0.1591925	0.5	0
ORMDL3	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	0	0	0	0	0.8366	No data	-0.38778912273390287	-0.17502486490565072	0	No data	No data	-0.6078425	0.5	-1
DEXI	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	0	0	0	0	0.7368400000000002	No data	0.7287976661804543	No data	No data	No data	No data	No data	-1	-1
OLFM4	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	1	1	0	0	0	0	No data	0.23546572202542193	-0.19734394579047826	0	No data	No data	0	0.5	0
ACAN	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	1	0	0	0	0	No data	-0.9074807251510731	-0.9227625491656346	0	No data	No data	0	0.5	0.5
CAMKMT	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	0	0	0	0	0.1795650000000002	No data	0.6291935819962493	-0.2737527397273262	0	No data	No data	No data	-1	-1
NR5A2	0.004599215969409622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03782680518472309	No data	No data	No data	0	0	1	1	1	0.5009250000000002	0	-0.5599083142321317	-0.2676444610473755	0	No data	No data	0	0.75	0
OGFR	0.004588949862335047	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037742370351721476	No data	No data	No data	0	0	0	0	0	0	No data	-0.2375494894769744	No data	0	No data	No data	0	-1	-1
CLYBL	0.004588949862335047	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037742370351721476	No data	No data	No data	0	0	0	0	0	0.22058999999999998	No data	0.4598874765576162	No data	0	No data	No data	No data	0.5	-1
AHNAK	0.004579842519442544	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034787151196664985	0.011521258870038534	No data	No data	1	0	0	0	0	0	No data	-0.7449468639299854	-0.08625119081808047	0	No data	No data	0	-1	-1
YAE1	0.004566717150140796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03755951473491774	No data	No data	0	0	0	0	0	0	No data	0.21118983121483637	-0.20744991348439518	-1	No data	No data	No data	-1	-1
DPYD	0.004565953782488	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037553236325797865	No data	No data	0.75	0	0	0	1	0	0.47805000000000036	No data	0.12023338195457378	-0.05905544609812324	0	No data	No data	0	0.5	-1
AKIRIN2	0.004546532055809637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.032422975872619796	0.01988209650003313	No data	No data	0	0	0	0	0	0.6798050000000003	No data	-0.6576370077099396	No data	-1	No data	No data	0	-1	-1
TGOLN2	0.004545554018666062	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.027955664531472312	No data	No data	0	0	0	0	0	0	No data	0.04750989789539495	No data	0	No data	No data	No data	-1	-1
CERS6	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	0	0	0.765625	No data	-0.48385080225046884	-0.326751948193722	0	No data	No data	-0.08202999999999996	-1	-1
XRCC5	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	1	0	0	No data	-0.9439466555532403	-0.7567114845057471	-1	No data	No data	0	-1	-1
EZH1	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	1	1	0	0.8929049999999996	1	-0.598249635340696	-0.11063639916225082	0	No data	No data	-0.12316000000000002	0.5	-1
PREX1	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	0	0	0.4966850000000001	No data	-0.9837466138778912	-0.665972152908533	0	No data	No data	0	0.5	-1
IGKV1D-37	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	-1	0.5	0.5
ANP32E	0.004506821005738447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03706689168770857	No data	No data	No data	0	0	0	0	0	0.5522399999999997	No data	-0.5953323609085226	No data	0	No data	No data	0	-1	-1
SKAP1	0.0045005556714701935	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.026475287246009754	No data	No data	1	0	0	0	0	0.08078000000000003	No data	-0.03834132110856425	0	0	No data	No data	0	0.5	0
PARP15	0.004496554898663872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	0	0	1	1	0	No data	No data	0.06282558866430499	No data	0	No data	No data	0	0.75	0
MRGPRX2	0.004496554898663872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	1	0	1	1	0	0	1	No data	-0.6489906057258606	0	No data	No data	-0.09848499999999998	0.5	1
IGKJ5	0.004496554898663872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0
BAG6	0.004496554898663872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	0	0	0	0	0	0.5783149999999999	No data	-0.9169618670556365	-0.8132588812103675	0	No data	No data	No data	-1	-1
BTRC	0.004496554898663872	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03698245685470695	No data	No data	No data	1	0	0	0	0	0.92562	No data	-0.5521983746613878	-0.09334149122508767	0	No data	No data	-0.4462800000000001	-1	-1
ASF1A	0.0044885045220431	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.013920206779249088	No data	No data	0	0	1	1	0	0.97549	No data	-0.5162533861221088	-0.633219072369195	0	No data	No data	-0.25244999999999995	-1	-1
BLVRA	0.004455249292308057	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.036642733924744424	No data	No data	0	0	0	0	1	0.10472999999999999	No data	0.014586372160866778	-0.7076571453675456	0	No data	No data	0	-1	-1
EIF5B	0.004445659890369598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.03352421074650765	No data	No data	1	0	0	1	0	0.56967	No data	-0.832048343404876	No data	0	No data	No data	0	-1	-1
ATP5F1D	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.315475	No data	0.58230881433632	-0.022060910089015118	-1	No data	No data	No data	0.5	-1
CPXM1	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	1	0	0	0	0.23705500000000015	No data	-0.007084809335278219	0	0	No data	No data	0	0.5	0
SLC22A8	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	1	1	0	1	1	0	0	No data	0.2878724734319651	-0.17077894484562928	0	No data	No data	0	0.75	0.5
RPRM	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.8623849999999997	No data	0.7781829547822463	No data	0	No data	No data	0	-1	0
RASGRP3	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	1	1	0	0.7173900000000003	No data	-0.48249635340695973	0	0	No data	No data	0	0.5	0
TRIM56	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.01987000000000023	No data	-0.018128776828505888	-0.23460860063393874	0	No data	No data	0	-1	-1
SNRNP200	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	1	1	0	0.9836150000000004	No data	-0.9882267138987288	-0.77424731018394	-1	No data	No data	0	-1	-1
TBX6	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.17430999999999983	No data	-0.27401541987914146	-0.8926173183805133	0	No data	No data	0	0.5	0
POLR2J	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	1	No data	0.5118774744738488	No data	No data	No data	No data	-0.74359	-1	-1
TNPO3	0.004434958256216422	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	No data	0	0	0	0	0	0.9674950000000002	No data	-0.4778078766409669	-0.022060910089015118	-1	No data	No data	0	-1	-1
