symbol	globalScore	otGeneticsPortal	eva	geneBurden	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PRXL2A	0.013643620080315095	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10486806258800464	0.029382130242509987	No data	No data	0	1	0	1	0	0.36681000000000025	No data	0.7669306105438634	-0.20412040524357522	0	No data	No data	No data	0.5	-1
GLP1R	0.013641988201390273	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11220017356404363	No data	No data	1	1	0	1	1	0	0.60043	No data	-0.5766826422171285	-0.2711127310234854	0	No data	No data	0	0.5	0.5
SCN2A	0.013635430845707223	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11214624180315232	No data	No data	1	1	0	1	1	0	0.9027450000000001	1	-0.9605126067930819	-0.7880557324349885	0	No data	No data	-0.6920200000000001	1	0.5
SH3BP2	0.013578363861115945	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11167688752125479	No data	No data	No data	0	0	0	0	0	0.3493749999999999	No data	0.2759949989581163	-0.8105784334161927	0	No data	No data	No data	-1	-1
HSPA1B	0.013573230807578655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11163467010475397	No data	No data	0.75	0	0	0	0	0	0.7581899999999997	No data	0.5971035632423423	-0.536073563266993	No data	No data	No data	-1	-1	0
GPR37	0.013573230807578655	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11163467010475397	No data	No data	No data	0	0	0	0	0	0.06199000000000012	No data	-0.15044801000208374	-0.2838498580494317	0	No data	No data	0	0.75	0
ABCA2	0.013572602270410825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11162950062518245	No data	No data	No data	0	0	0	0	0	0.6654350000000001	No data	-0.9240466763909148	-0.6929269255544251	0	No data	No data	0	1	-1
MNT	0.013562336163336249	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11154506579218083	No data	No data	No data	0	0	0	0	0	0.7079050000000002	No data	-0.9213377787038967	-0.5745258881005311	0	No data	No data	0	-1	-1
EHMT1	0.013561527445513642	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11153841439513215	No data	No data	No data	0	0	1	1	1	0.4375950000000003	1	-0.9931235674098771	-0.9246279593683937	0	No data	No data	0	-1	-1
INPPL1	0.013551261338439067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11145397956213055	No data	No data	No data	0	0	1	1	0	0.7893500000000003	No data	-0.5963742446342988	-0.69658130723276	0	No data	No data	0	-1	-1
DOCK5	0.013530729124289917	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1112851098961273	No data	No data	No data	0	0	0	1	0	0.695185	No data	-0.571889977078558	0	0	No data	No data	-0.1296800000000001	-1	-1
SSTR2	0.013517999151517442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1111804107032053	No data	No data	1	0	0	1	1	0	0.6883450000000003	0	-0.32840175036465935	-0.8709031165853378	0	No data	No data	0	0.5	0
MMRN1	0.013513344019019252	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11114212400580092	No data	No data	No data	0	1	0	0	0	0	No data	0.34361325276099186	0	0	No data	No data	0	-1	0
PNP	0.013505269178744967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1110757115102833	No data	No data	0.5	0	0	1	1	1	0.22145500000000026	No data	0.29516565951239837	-0.8024441347822322	0	No data	No data	0	0.5	-1
CAPN1	0.01349746693736829	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11101154103720207	No data	No data	No data	0	0	1	1	1	0.4327750000000002	0	-0.2514065430297979	-0.24263626450443915	0	No data	No data	-0.040615000000000026	0.5	-1
WNT3A	0.013489664695991615	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11094737056412086	No data	No data	No data	0	1	1	1	0	0.7869300000000002	1	-0.7274432173369452	-0.8441934951624566	0	No data	No data	-0.609375	1	0.5
IFI35	0.013484211088498736	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11090251671303857	No data	No data	No data	0	1	0	0	0	0	No data	0.5067722442175453	No data	0	No data	No data	0	-1	-1
RNF220	0.013472610387504469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11080710535174676	No data	No data	No data	0	0	0	0	0	0.8939950000000003	No data	-0.8856011669097729	-0.754208958736662	0	No data	No data	No data	0.75	-1
NGFR	0.013433780859802666	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11048774722863182	No data	No data	No data	1	0	1	1	0	0.6018749999999997	No data	-0.38174619712440094	-0.9478243373980951	0	No data	No data	0	-1	0
LGR4	0.013414106147922742	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11032593019322896	No data	No data	0.75	0	0	0	0	0	0.6477400000000003	No data	-0.6493019379037299	-0.9459136640843865	0	No data	No data	0	-1	-1
FUT1	0.013387816778245503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11010971010880058	No data	No data	No data	0	0	0	0	0	0	No data	0.48906022087934997	0	0	No data	No data	0	0.5	0
KAT2B	0.01337940670601068	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11004054045768351	No data	No data	No data	0	0	1	1	1	0.4771650000000001	1	-0.7655761617003543	-0.1317761340245982	0	No data	No data	-0.24278750000000002	-1	-1
ESD	0.013366471411096715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10993415256810149	No data	No data	No data	0	0	0	1	1	0.5921999999999997	No data	0.2893311106480516	0	0	No data	No data	No data	-1	-1
DDIAS	0.013366471411096714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10993415256810146	No data	No data	No data	1	0	0	0	0	0	No data	-0.05699103979995834	-0.4542769077096137	0	No data	No data	No data	0.5	0
USP2	0.01335887449186153	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10987167079168028	No data	No data	No data	1	0	0	1	0	0.48760499999999996	No data	-0.4290477182746405	-0.21342152618624072	0	No data	No data	0	0.5	-1
LGR5	0.013358874491861527	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10987167079168027	No data	No data	No data	0	0	0	0	0	0.2888649999999998	No data	-0.22900604292560955	-0.7807785754554499	0	No data	No data	0	0.5	0
FRMD7	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	1	0	0	0	0	0.2506999999999998	No data	-0.6031464888518441	0	0	No data	No data	0	0.75	0.5
TRIOBP	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0	No data	-0.2421337778703897	-0.6898247347824717	0	No data	No data	0	-1	-1
UBE2A	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	1	0	0	0	0	1	No data	-0.4491560741821212	-0.7467567654263026	0	No data	No data	-0.8848675	-1	-1
RBP1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0	No data	0.7552615128151698	-0.7716408051027335	0	No data	No data	0	0.5	-1
EEF2K	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	1	1	0	0.4965499999999999	No data	0.2096270056261722	-0.19510956475632363	0	No data	No data	0	0.5	0
EIF2S3	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	No data	No data	0	0	0	No data	No data	-0.7245259429047719	0	-1	No data	No data	-0.9629249999999999	-1	-1
CES1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	1	1	1	0	No data	0.5813711189831214	-0.9546668249108159	0	No data	No data	0	1	0
POU1F1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0.7766300000000002	No data	-0.28339237341112733	-0.8680825159955008	0	No data	No data	0	1	1
RBMXL1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0.6923099999999998	No data	0.011669097728693512	No data	-1	No data	No data	-0.8846150000000002	-1	-1
TRIM58	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	No data	No data	0	0	0	0	No data	0.6588872681808711	-0.13681090222700393	0	No data	No data	0	0.75	0.5
SCUBE1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	1	1	0	0	0	0.6002049999999997	No data	-0.7377578662221296	-0.8140581079025189	0	No data	No data	-0.1573875000000001	0.5	0
OASL	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0	No data	0.6519066472181705	No data	0	No data	No data	0	0.5	0
ZFR	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0.88827	No data	-0.9594707230673056	-0.3854529523727676	0	No data	No data	0	-1	-1
RNF217	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0	No data	0.11116899354032084	No data	0	No data	No data	0	0.5	-1
PPME1	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	1	1	0	0.8963749999999997	1	-0.8947697436966034	-0.5512941723678829	0	No data	No data	No data	-1	-1
DNAJC10	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0.5145000000000003	No data	-0.3442383829964576	-0.05905544609812324	0	No data	No data	0	0.5	-1
SLC43A3	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	1	0	0	0	0	0	No data	-0.06845176078349657	No data	0	No data	No data	No data	0.5	0
TMEM154	0.013304874768649264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	No data	0	0	0	0	0	0	No data	0.6924359241508649	No data	0	No data	No data	No data	0.5	0
KAT5	0.013303533879401728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1052176227966313	0.016795569873955505	No data	No data	0	0	1	1	1	0.6886450000000004	No data	-0.5327151489893728	-0.6972640415923922	-1	No data	No data	0	-1	-1
